game_commentary,game_movement,game_number
"I gotta say, it felt pretty good to play this move. I haven't played anything so pretty in a long time!
","
17... c4 18. Nf6",181_1
"But, that does not bother me.  In fact, I give him back the pawn because my focus is on the passed pawn.  Once again, the idea is mobility since my plan is to promote here.
,Of course, I know what Jack is about to do.  However, I have no problem with him getting another pawn.  As I will continue to push my passed pawn.  And, on top of it, I'll use my K along with it.  Thinking like this is how I won against ftvmini.  And, at the time, his rating was about 500 points north of my rating which made for an interesting game, especially since I was down a piece early.  I am keeping all of that in mind here.
,As this will, again, allow my K to move up, along with, my pawn.  But, this, however, is where I'm starting to go wrong because of where Jack's R is placed.
,Jack's original play was 50...Rh3+  But, he deemed that as a blunder since that would allow what I play next.  And, as you'll see, it should wait a move.
,As now, Jack can and will do something with my passed pawn.  So, best was 51.c6.  It also comes to show where move order is important since that's what I play next.  However, this give Jack to stop that pawn and pull a swindle.  Had I just advanced the pawn right away, I would've been able to promote, as I would get the pawn to 8th rank before Jack would have the chance to get his R to the 8th rank.
,His original play was play 51...e4? with the idea of promoting.  But, Jack said that it was unplayable because of my original response being 52.Kd4 which wins that pawn and the game.
,So, I respond by pushing that pawn.  Even though I got the move order wrong, it is not too late to promote that pawn. 
,?! My idea was liquidating since I am ahead.  However, better would've been 53.c7  Even stronger was 53.Kc5 which guarantees the promotion.  As afterwards, there's so much I can do with it, whilst supporting that pawn.  And, black would be helpless against that.  The bad part is that it didn't come into consideration.  But, K against the pawn like that is a known win.  With that being said, this is the move that throws away the win.  The important thing to remember is what role the K plays in the endgame.  I know but underestimate the amount of power the monarch contains at that phase.  
,Trying to stop that pawn.
,So, I push again.  Of course, I overlooked his next move.  But, it is worth it for a promotion.
,? But, this is the move that throws away the win.  What I didn't consider was 55.Na6  And, that would've forced Jack to give up his R for a pawn to prevent the promotion.  But, black is busted after that move.  By playing this, he can and will keep that pawn block.  The win isn't over yet, but the chances are very slim as I have lost all of my advantage with this move.
,Pushing his pawn and trying to promote.
,So, I put a stop to that.  And, it appears that Jack has lost a R for a pawn, but this is a draw.  Surely, a N+R+K is a win against just the K.  But, it's very difficult to win, though.  In contrast, those extra pawns make that win impossible.
,As now, Jack is trying to promote one of the pawns.
,And, I try to stop that by taking here.  When Jack advances again...
,I get my R involved to stop that pawn from promoting.
,Doing what he can do, Jack supports that pawn.
,So, I try to intimidate my coach by making him think that the pawn is in danger.
,And, it works.  The plan behind is to go after his f6 pawn which starts with my next move.
,But, I was thinking about Ke4-f5 which is why I played this, as opposed to, 61.Kd5  The other idea was to do something, in case, Jack is to promote.
","
47. Kb2,
47... Rxf3 48. c4,
48... Rf2+ 49. Kc3 Rxh2 50. c5,
50... Kh4,
51. Kc4,
51... Rd2,
52. c6,
52... Rd8 53. Rd7,
53... Rc8,
54. c7,
54... Kxg4 55. Nc6,
55... h5,
56. Ne7,
56... Rxc7+ 57. Rxc7 h4,
58. Nxg6,
58... h3 59. Rh7,
59... Kg3,
60. Rh4,
60... h2,
61. Kd3",73_3
"...neglecting the stronger Bb5+, as most low-rated games. I can play against it, but it is certainly more delicate for black. 
,Bg4 gives black a Portuguese Attack with a tempo less, so it can't be good. Now my plan is to castle queenside and throw pawns on white's castled king. White can win this race, but he has to be very precise. Let's see if my opp is.
,The right move. Now white threatens Re1 and Ng5. 
,Better is to castle and to prevent Bf4.
,Some players prefer c4. This is a tempo for me to consolidate my position. 
,If Re1, o-o-o. Then, white can get ideas of RxB, and it is another game. 
,Threatens d5, x-raying a7.
,I don't care. I have to attack asap.
,White will eventually break into my Qside, so I have to keep chances on his Kside.
,I should have left it where it is, that's all! Now I have another tempo to build my attack: g4, Be7...
,I wanted to trap it, but it was the beginning of a more complicated motif. 
,Qa6+ is threatened. 
,Here I didn't see Bxc4... but I'm not sure I would have played it, (after Re3). It's a nice position: the N5 can discover an attack on the WQ, but if he does, it allows Qa6+. Something has to protect a6. But I was focused on the threat on Rh8 after Qb2.  
,Threatens my R... 
,If NxR, NxN, Q moves and I win back the exchange with N+Re1. 
,QxB, Qa1+ will allow his Q to fly and to take Rd3.
,Qa4 may have been better. Now I have...
,Still, I'm not getting anywhere! QxB, NxR...
,Not a wonderful outcome! It could be worse. 
,? Well, this allows Qxc6+, QxQ, NxQ, Rxa2. Not so bad...
","
1. e4 d5 2. exd5 Nf6 3. d4 e6 4. dxe6,
4... Bxe6 5. Nf3 c6,
6. Bd3 Nbd7 7. O-O,
7... Qc7,
8. Nc3,
8... h6,
9. Re1 O-O-O 10. Be3,
10... g5,
11. d5 Nxd5 12. Nxd5 Bxd5 13. c4 Be6,
14. Bxa7,
14... b6,
15. Qa4,
15... Nc5 16. Qa3 Rxd3 17. b3,
17... Rg8 18. Ne5,
18... Qb7,
19. Bxb6,
19... Na6 20. Qa5,
20... Bb4 21. Qa4,
21... Bxe1 22. Nxd3 Qxb6 23. Rxe1,
23... Rd8 24. Ne5 Rd2",16
"I start off with my usual.
,And, Jack wanted to change things up by playing the Siclian.  However, I'm all too familiar with it.  So, we stay in familiar until...
,This move.  As normally, 4...Nf6 is played, in which, white defends with 5.Nc3.  After that, it generally continues with 5...a6  But, with this move, I go back to the original square, as I don't know if other moves are better or not.
,That doesn't mean too much, though, as I looked at moves like 5.Nb5 and 5.Nb3  But, as usual, I didn't spend more then a few seconds considering them because I really didn't know what made them better or not.  Therefore, I just didn't see the point as one move with the N doesn't seem better or worse then the other.  So, I figure that it made the most sense to get the N back to it's original square and work my way from there.
,Not to my surprise, Jack continues with his development.
,As do I by pinning his Nf6.
,Not surprisingly, this is how he breaks the pin as it is the most common way to do it.  Believe it or not, this is what I also would've played but not because it's the most common.  The real reason is that it brings black one step closer to castling.  And, I say that because I also would've given 6...h6 some consideration.  But, I don't like what happens after black castles which is why it would've ruled out of court, as that way, none of the pawns near the castled King have moved.
,Meanwhile, nothing holds me back from continuing with my development.  I did consider bringing my Bf1 into play at once with something like 7.Bc4 or 7.Bb5+.  But, I'm more comfortable getting the N out first, anyhow.
,I guess Jack has the same idea in mind.  But, this is also why I was not ready to play 7.Bb5+ at once.  As now, I can and will pin the N.
,I anticipated him breaking the pin with 8...Bd7.  With this played, I considered exchanging 8...Bxc6  But, not getting doubled pawns in return and, thus, keeping two connected pawns, I didn't see the point.  That's because after my first lesson with Ken, I thought about the possibility of using my Bb5 later on.  So, I decided to castle instead, just like Jack.
,What I overlooked is this pin, as now, Jack will force a different exchange.  Better might have been 9...Nd2.  However, after a little consideration, I decided that exchanging is doesn't benefit black.  And, to my knowing, I might get an edge as his Bg4 appears stronger then my Nf3.  Therefore, I felt that a good strategy, in this position, is to connect my Rooks at once by moving the Queen to same rank as my Knights since, as usual, I have no idea of what else to do.  Obviously, I'm not going to exchange on c6.
,As the saying goes, ""Don't trust your opponent"".  His instincts are right because another plan behind 10.Qd3 is that with Queen and Bishop on the same line, white, I believe, would get a stronger position.  So, Jack does what he can to stop it.
,But, I make it uneasy by bringing the Queen back to where it was.  Which means that the pressure is back on his next move.
,So, I play this, as opposed to 13.Ba4, and it's still under the technicality that pressure against that f7 pawn worked in one game.  Plus, I was also a little worried that if I went back to a4, he could move the Queen which would threaten to trap my Bishop, with a later ...b5 which is somewhat similar to what we see in the Noah's Ark Trap.  So, I felt that to avoid any complications, combined with what happened in one game, this was best.  Now, if things, get out of control, I can always move my Queen, followed by the Bishop back and out of harms way, if the situation is to arise.
,Of course, Jack will have none of that, as he threatens to exchange.
,And, I refuse by attacking his Queen.
,?! Instead of retreating, I felt that I was ok by adding an extra defender to Bc4.  But, I was wrong as this not only blocks the Bishop but will allow Jack to exchange, at the very least.  Better was to retreat with 15.Bd5, and that way, if 15...Nxd5, instead of recapturing the N, I'd take on e7.  And, after those series of exchanges, I'd feel more comfortable with my position.  By playing this move, he'll prevent what I noted with his next move, but that's not all.
,? As here, I get too greedy and try to fork his Na5 and Qc7.  It's called being too happy about my position which as Ken noted in a recent annotation, I did the same thing against Tom Walsh which is another reason that I lost.  But, this is going to lose a pawn after Jack exchanges.  Better was 16.Bd5, and if Jack exchanges, it's not so bad.  As it would remain even, as opposed to losing a pawn and winding up with doubled pawns.
,Trying to halt off the attack, I don't hesitate to attack his Rook.  And, by not hesitating, it means that I was not going to consider anything else.  That's because of what ION said when you're at a disadvantage which is, ""Play the man, not the board.""
,Of course, Jack is not going to allow it.
","
1. e4,
1... c5,
2. Nf3 d6 3. d4 cxd4 4. Nxd4 e5,
5. Nf3,
5... Nf6,
6. Bg5,
6... Be7,
7. Nc3,
7... Nc6,
8. Bb5 O-O,
9. O-O Bg4,
10. Qd3 Bxf3 11. Qxf3 Qb6,
12. Qd3,
12... a6 13. Bc4,
13... Na5,
14. Na4,
14... Qc7 15. b3,
15... Rfe8 16. Be3,
16... Nxc4 17. Qxc4 Qxc4 18. bxc4 Nxe4 19. Nb6,
19... Rad8",163
"And, the reason being is that this allowed me to reconnect my pawns.  With that being said, I go now from comfortable to feeling very happy about my position and actually should be.  The reason being is that only one desicive mistake was made but not here.  And, with best play, in this position, the game should end in a draw, as Jack pointed out.  Believe it or not, that's how I'm thinking now as I am confident about the possibility about getting a draw.  In other words, that is my thought process starting now, and because of what Mr. Stockel said later on, I am correct here.  Of course, I know not to trust to your opponent, but it's a question of when he's right or not.  With this game, due to my thought process, I reckon that he's right.  In fact, my belief is that he is spot on.
,But, here comes a dangerous plan which I'm bound to overlook.  The plan is to double.  But, as usual, two rooks on one file can be very dangerous, as it will be here.
,I threaten a mate which I know that won't miss.  But, I'm thinking about something that Ken has taught me.  So, the question is, what happens after 21.Qd3
,The answer is this move, as I plan to check on b2.
,And, this was the conditional move because, as noted, he has doubled up.  Therefore, it allows me to check.  I'm not doing for the thrills and giggles on this move.  But, rather, I want to see if the glaucoma will play a role.  For if it does, and he doesn't interpose, I can win his g2 pawn.  However, Jack sees right through that and sure enough interposes.
,Therefore, I check in hopes that he'll block with his c4 pawn.  Once again, that hope is based on the glaucoma as then, I'd pick up a pawn that way.  But, as anticipated, Jack doesn't give it up.
,?? Just like with what Jack has done, my goal was to double up in such a way that one of my Rooks is not cramped.  So, it's also about a good outpost, but this was the decisive mistake as Jack pointed.  As now, not only will he win a pawn, but this will give him a mating net that I overlooked.  After the game, we went over variations.  He said that my only options were 24...Re7, 24...Qd7.  Of those two, I like 24...Re7 the best because it allows me to double up with a later ...Re8.  Perhaps, even on the next move.  The point is that one of the major pieces had to be on the 7th rank to keep my P and K protected.  By playing this it's over.  So, after the game was over, we played through some variations right after 24.Kf2.  It involved black playing 24...Re7.  Yes, there was one mistake much later that lost with his passed pawn.  But, this is where my instincts (thought process) was verified.  For after, 24.Kf2, Re7, or 24...Qd7 if black plays everything accurately, it's, at the very least, a draw.  And, if white makes one error, black would, in fact, be able to win.  Of course, Jack wouldn't have made it, but I did have the opportunity to draw the game up until now.  But, that also shows that unlike some previous games, I had a very good reason to be happy about my position.  But, this blunder, it's game over, at once starting with his next move.  
,Feeling like I've achieved my goal, I double up and threaten to take on e3.  However, it's irrelevant because of what's about to unfold.
,Thinking that it was safe, I played this to protect my Rook.  Jack: Aren't you missing something.  Joe: I don't think so.  But, then he showed me his next move which is, indeed, checkmate.  And, that's when we went reviewed why on my 24th move, it was necessary to keep my R or Q on the seventh.  As it is the same rank where he got my pawn, and later the King.  As it turns out, one them would've guarded against what unraveled.  And, that became one of the main teaching lessons since we spent about 30 minutes studying what happens after 24...Re7 before starting the next game which I also lost with a back rank mate.  That's when he later reemphasized how important King Safety is.  And, there was, I believe, a 15 minute lesson before we had to pack up and leave.
","
18... Rfe8 19. hxg6 fxg6,
20. Rh3,
20... Qe6,
21. Qd3 Qb6,
22. Rgh1,
22... Qb2+ 23. Qd2 Qb5+,
24. Kf2 Re6,
25. Rh3xh7 Rae8,
26. Rh7h8+ Kf7,
27. Rh1h7#",151_1
"With the idea of Rd1 and Bh4 attacking his knight with is protecting d6.
,Hitting my knight.
,Knight advances.
,hits the knight again.
,Knight jumps in again.
,And his rook is sort of developed along the rank.
,Attacking d6, again with the plan of Ba4 and Rd1, but it is too slow.
,I hadn't expected this, but it looks good.
,Bishop retreats.
,He advances again.
,I have to keep on the d pawn.
,being material up, he wants to exchange pieces.
,I take.
,He recaptures.
,I seize the c file, threatening Rc8
,So he stops this.
,I offered a draw here, he declined.
,He protects d6.
,I start to develop my king.
,He attacks d5.
","
21. Bb3,
21... f5,
22. Ng5,
22... h6,
23. Ne6,
23... Rf7,
24. Bb4,
24... a5,
25. Ba3,
25... a4,
26. Bc4,
26... Ba6,
27. Bxa6,
27... Rxa6,
28. Rc1,
28... Ra8,
29. Rc6,
29... Rd7,
30. Kf2,
30... Ra5",25_2
"This does continue with Dan's development.  However, just like a GM game that fiercequeen annotated, the N is, indeed, in the wrong place.  Thus, I would not have hesitated to play 15...Nd7.  What's worse is that even though, there is a little mobility with the R, whereas, we didn't see it before, it's still limited.  On the other hand, had Dan developed that N to d7, the R would be free to move about.  And, the reason I draw that conclusion is because of just how important mobility is.  In this context, I think it's even more important because of how compromised the other wing is.  In other words, the K side is blocked up, completely, so my thinking is why compromise the Q side, at all?  Methinks that this ensures white a win.  Although I did favor Joe's position, with this move played, I think that white now has a win.
,As now, Joe uses that time to harrass black's Q, for starters.
,Then, Joe completes his development.  And, it's worth noting that of his minor pieces are well places, whereas, one of black's pieces is gone.  Additionally, two of the others are not in a good spot.  So, that, immediately boils down to space advantage.  Now, fiercequeen said that it's not really about material advantage, but rather, it often comes down to space.  Well, I'd say that this is the case here. 
,Going after white's pawn.
,So, Joe protects it by going right after Dan's Queen.  But, there is a lot more to this then meets the eye.   I don't just think so anymore, but this is where I just begin to realize that white definitely has a won game here.  It's not official yet, though.  As it's not, ok white only has this and that to do to win.  But, with the best, which happens with Joe, white has a won game.  The reason being is that this N is now one of the main pieces that's indirectly attacking black's K, as we will see towards the end.
,As this was one of the plans behind attacking the Q.  The immediate effect, of course, is that Dan recaptures to avoid giving away a pawn, after having had handed back a minor piece.  However...
,!! By my books, this is a killer move right here.  Might not be worth two exclamation points, but I give it that because Joe adds another attacker to Dan's K.  So, things are unleashing here.  As now, this R will become very dangerous, as we're about to see.  It's still not quite easy, yet, but a win from white is closer.  In other words, it's a little bit quicker then what I thought earlier.  However, with best play from black, it still might take a while.  I was thinking before was that it might take over 20 moves, but I'm pretty confident that white can win, in about 10 moves.
,?? Trying to get a pawn, and maybe, thinking of a different mating attack similar to what I mentioned earlier, Dan played this.  Of course, even though I was beginning to realize that white has a won game, it wasn't official.  In other words, that would taken, at least, 10 moves.  But, with this move, however, a win is near.  Much better would've been 20...g6 to force the N back. 
,And, that's because of this move which is why I gave 20.Rh3 two exclamation points.  Black can hold the game a little longer with 21...g6, but after something like 22.Bh6 Bxh6 23.Nh6+, Dan is in a lot of trouble.  Or even something like 22.hxg6 Bxg6 23.Bh6, as now, black must do something to prevent a later Nh6+ where mate would not be far off.  So, after something like 23...Bd6 white can immediately play 24.Bg7+ which immediately wins back a R for B.  Or 24.Ng6+ which is a quicker and might be mate.  If not right away, it would be mate shortly after.  But, either way, black's position is hopeless.
,?? But, this game guarantees an instant checkmate.
,What Joe told me is the moral of this game.  In it, he said, ""adrenaline simply blocked his K in with Bishops and made the mistake of never developing either of his Rooks,especially the h8 Rook which played a part in his demise""  It's also worth noting that what got Dan's DSB blocked in was his failure to develop that.  It comes to show that even being a Q up, against stronger opposition, especially a senior, getting your minor pieces developed quickly is essential.  
","
15... Na6,
16. Re1,
16... Qd6 17. Be2,
17... c5,
18. Nf5,
18... Qc6 19. dxc5,
19... bxc5 20. Rh3,
20... c4,
21. Rg3,
21... cxb3,
22. Nh6#",18_1
"This is my testing scheme against such white's asset. No theory behind, just the feeling (and some experience with the same asset with white pieces!)
,Not sure it is recommendable, but I tried it. I'm sure it's pretty covered by theory.
,Asking questions (ah, the club jergon!) to b2.
,One of the less recommendable answers, because it makes me easy to develop and reach equality. No real threa on the black diagonal (not while the c pawn is mobile), but I have space to manouver. Now, if I lose time by freeing my lsb, maybe - just maybe - I miss the chance to cause him some problems. 
,Of course, if Be3, d5 and this B has to move again to become useful. 
,? I'm still dreaming of an attack on the black diag, so I make this lsb going out of the d2 coverage. But it was just a bad idea, since white can easily answer c4 - I'm giving him the occasion by allowing my N to be threatened. True is that in order to play it he has to play a3 first, and I can try the Qa5 attack where if b4, Nxb4, etc, since a3 is pinned to the R. 
,I didn't dare to play the Qa4-b4-Nxb4-cxb4-Bxb4+, not while d2 is still all that covered. 
,...so this is my ""plan"": to attack on the kingside (the original purpose of black's asset), but with the disadvantage of having the Q almost useless on b6, and my own Qside far from being able to develop. On the other side, white has more or less the same problem: he has to castle just under my advancing pawns, and his minor pieces can be harassed - soon or later. If I play d6, Bd7, o-o-o... he will do whatever he wants (like c4. Fortunately for me, he assumes that Nb4 is still very powerful, but he can easily move his lsb from d3, or play a3 and make c4 a threat.)
,Now, it was my chance. Unfortunately, g4-Nh4 kind of blocks my attack, and h4 was not possible due to Nxg5 (h4 but the lsb can move. I can get rid of it, yes, but not much more (I could see!). But now it's my chance to play the ""wonderful""...
,Noah's Ark in sight. If h3, f4, I'm not scared by Bg6+, Kd8.
,I can exchange this B, sure, but I'll have in e5 a N, threatening to come to g6... I wasn't sure. These were time-consuming moments for both of us. 
,This pins my own f pawn, but I dont' have to move it necessarily. I'm doing this because I want to keep my R on th h column, in sight of a possible sacrifice (Nxg5). Moreover: I can play on this lsb by harassing it with d6, and It will be lost for white. In return, I'll have to waken my e6 pawn, which is very dangerous in this asset. The advantage of doing that: white, as far as I can see, is in no position to cause a serious threat on e6 in few moves. My lsb will become active without even having moved from his home square. My R is trapped, as his. A R on the 7ºth will always help my K...
,No risk, no win. I think I can hold e6. But I was wrong: now white has Bxf4, and if exB... Nxg5, hxN, Qxg4!?...
,The sac! More time-consuming decisions...
,No basis for the sac. He just helped me. I hope so, at least! True is that I will have to play carefully - not like my usual!
,You have to be careful with things like Be7??, Qg8+, winning the R. 
,Here, white realizes that he has 1) b2 threatened, 2) if dxe5, it just opens a future line for my lsb and give action to my Q. 3) Rxe5 was just losing the exchange... so he thought it was smart to play...
,...instead. He hopes in Bh5+, but I have a better move to play. 
,White is +4, but he is just too underdeveloped. His sacs were not well timed. The interesting part of this clumsy game is the center situation. Look at it... but now, black has serious threats, for example, Nxg2 (followed by Rg7)
,A desperado - and useless move. At this point, you may say black is just winning, and that the game is over. But another thing is to play it with less-than one minute on the clock (5 sec increment, but still...)
","
1. d4 Nf6 2. Nf3 e6 3. Bf4 c5,
4. e3 cxd4,
5. exd4 Qb6,
6. Qc1,
6... Nc6,
7. c3 Nd5,
8. Bg3 h6,
9. Bd3 g5,
10. O-O,
10... f5,
11. Be5,
11... Rh7,
12. Re1 d6,
13. Nxg5,
13... hxg5,
14. Qxg5,
14... dxe5,
15. Be2,
15... Nf4,
16. d5",82
"N is developed in front of the K.
,pawn attacks B
,B retreats
,Q is moved to the a-file with possible attack to the h1 square if my B is moved  there 
,Q attacks R
,Q moves to b-file protecting my R.
,P attacks lbs
,N take of the attacking P on d5
,White moved N a 2nd time
,Black N is also moved again landing this time on outpost c3 
,N takes Bc6
,pawn takes back the N 
,pawn f4 is played
,B is developed to e7. attacking whites Bh4.
,B takes B
,White B is taken by Blacks K who is not able to castle.
,White moves Q to d4, This is another blunder
,Black checks Rb1+
,R takes R
,Q takes R+
","
11. Nge2,
11... h6,
12. Bh4,
12... Qa8,
13. Qc1,
13... Qb7,
14. d5,
14... Nxd5,
15. Nd4,
15... Nxc3,
16. Nxc6,
16... dxc6,
17. f4,
17... Be7,
18. Bxe7,
18... Kxe7,
19. Qd2,
19... Rb1+,
20. Rxb1,
20... Qxb1+",120_1
"I take the opportunity to kick his Knight away. This also protects my a pawn in the future from his dsb
,His Knight retreated and I thought this attack was a pawn up exchange.  It was too soon to attack. I should've developed my other Knight first. Nf6 or to e7 both look playable and then possibly centralised my h rook before launching my attack.
,Take and take with a surprise to follow
,I didn't anticipate this bishop dive!
,Had to protect my rook and taking the lsb with pawn loses the rook when he recaptures with queen check
,I played this to put pressure on the lsb and in anticipation to slide my queen over
,After this move I didn't want to trade queens so I take his lsb at the cost of my rook. If I don't block the queen or take the lsb. Checkmate is looking with Qd8#
,Goes forward with his plan now it's gonna be rough. Knight rook queen vs rook rook queen.
,Develop my Knight. 
,He moves his king for the second time this game without it being promoted to.
,So I bring my Knight in closer
,He pins my Knight. I anticipate c4 to follow
,Break the pin and allow movement for my king sideways without blocking my rooks movement
,I can finally bring my rook over. My queen hasn't moved in a long time. What I like about the structural damage I did to him during the game. Pushing pawns will be difficult for him.
,Probing my king. I think he's looking for ways to come down
,Renews a pin with the threats of c4 
,At least the squares his queen has access too behind my pawn line are protected.
,He finally plays c4 but without a pin and a way for his queen to come in. My Knight becomes deadly!
,If opponent blocks with c3 I have to capture the pawn with queen. It forces a queen exchange but my Knight forks the two rooks
,So he blocks with rook. I don't have to move my Knight yet.
","
12... a6,
13. Nc3 Nxd4,
14. Bxd4 Rxd4,
15. Bxa6,
15... Bxc3,
16. bxc3 Ra4,
17. Qd3,
17... bxa6 18. Qd7+ Kb7 19. Qxa4,
19... Nf6,
20. Ka1,
20... Nd5,
21. Qe4,
21... c6,
22. Rdb1+ Kc7 23. Qa4 Ra8,
24. Qa5+,
24... Kd6 25. Rhd1,
25... Ke7,
26. c4,
26... Qe5+,
27. Rb2",105_1
,,147
"?! finally putting a kibosh on Black ever castling and enabling me to recentralise my Q but after the game our Bd1 suggested that I should have preceded this move with 24. Re1!, followed by 25. Qf6 threatening mate.
,I started to feel a bit more comfortable now.
,We now commence a long period of manoeuvring to try to gain a decisive advantage by shifting threats to, and defences of, weak spots.  This move begins preparation for the advance of Black's a-pawn.
,Relived of its immediate defensive duty, the N advances to a better square.
,Renewing the threat to d5.
,I was somewhat concerned when making this move that I might need to return the N to c1 pronto when Black had finished his manoeuvring but I didn't want to tie it indefinitely to that duty and the immediate need was to renew defence of d5.  The other need was to ensure that after any clearance of material f3 was defended.  Further ahead, I was considering the possibility of f4 and Ne1-f3-g5.
,With no immediate threat from Black and no constructively defensive move available, I decided to begin to set up a threat to Black's King at last.
,Allowing Black's B to support the advance of the a-pawn and ensuring that I have to continue to be prepared to defend c2.
,Defending e7 and attacking e2.
,Allowing Black's Q to defend b4 when the a-pawn advances.
,I was a bit concerned now that my pieces could get trapped in the centre but this was necessary to allow my N to return to d3 while keeping d5 defended.
,Black unpins his e-pawn and possibly prepares to connect his Rooks.
,Unexpected ... Perhaps he thought that I was threatening to return to g7 to win a pawn or two.
,I wasn't confident that swapping Queens would help me as my pawn structure didn't look as strong as Black's.  The remaining moves consist of more attempts to pressurise my defence of my pawns while I endeavour not to blunder ...
,and, with less than 5 minutes on his clock, compared to my 16, Black offered the draw.  Even with my extra time, I didn't think I could force a win, so I quickly accepted.  We'd already lost the match anyway.
","
23. b3 Bd7 24. Qg7,
24... Rf8 25. Qd4,
25... Rb5,
26. Nd3,
26... Qb7,
27. Ne1,
27... a5 28. Re2,
28... Rc5,
29. Qe4 Bb5,
30. Re3 Ba6,
31. Rd4,
31... Kd8,
32. Nd3 Bxd3 33. Rdxd3 Re8 34. Qd4 Kd7 35. Re2 Rg8,
36. Qe4 Kd8 37. f4 Qd7 38. h3 h5 39. Rg3 hxg4 40. hxg4 Qb7 41. Rd3 Rh8 42. f5 gxf5 43. gxf5 f6 44. Qe6 Qd7 45. Qe4,
45... Rh5 46. Rf2 Qc7 47. Rdd2 Rc3 48. Rfg2 Qd7 49. Rdf2 Rhh3 50. Qd4 Rc5 51. Qe4 Rh1+ 52. Kb2 Rd1 53. Rfd2 Rxd2 54. Rxd2 Qb7",178_1
"Caro Kann: unpretentious and solid.  Beware.
,Challenging the centre.  You will note that the French Defence has an analogous opening sequence: 1.e4 e6 2.d4 d5.
,A popular third move (as it is in the French, as well).  Almost equally popular are 3.e5 (the Advance Variation) and 3.exd5.  The latter has been something of a favourite of mine, leading to the Panov-Botvinnik Attack (3.exd5 cxd5 4.c4) with some similarities to a QP opening.
,'Surrendering the centre' the wiseacres used to sneer when they saw this move.  It does nothing of the kind, of course!
,A very popular development, forcing White to move the knight a third time.  White COULD defend the knight by 5.Bd3 or 5.Qf3, but there is no compelling need to do so...
,... as this retreat attacks the bishop in turn.  
,Normal, by a large margin.  The bishop standing on the h7-b1 diagonal leaves White wondering what to do with his own light-square bishop (LSB).  There is little attraction in defending the bishop where it stands.  But there is an interesting try in the strange-looking 5...Nf6?! 6.Nxf5 Qa5ch 7.c3 (or Bd2) Qxf5 - unclear but maybe White gets more out of this line than Black does.  For one thing White would still have his LSB.
,Marking the g6-bishop as a target.  White hopes that this apparently crude  thrust will lead later on to better things in the way of a K-side attack.  Things don't quite go that way.
,The usual response, though ...h5 has been tried.  Black wants to keep his bishop, even though it may be forced to make a third move.
,'In your face!'  Forced the bishop back to h7, but there the bishop is quite snug, its gaze firmly fixed down the h7-b1 diagonal.
,Forced, but Black won't be unhappy about that.
,A very difficult decision, in my view.  The Black LSB having moved three times already, is being invited to make a fourth move to exchange itself off for the White one, which has just made its first move.  In effect White is offering a trade, with (four minus one equals) three tempi to sugar-coat the deal for herself.  There isn't much Black can do about it, neither, but fall in with the trade.  It turns out, though, that the absence of White's LSB subsequently tends to deprive White of a valuable attacking resource.  Black therefore has something to throw onto the bottom line to offset the 'lost' three tempi.
,There really is no sensible alternative, here.  The bishop is going anyway - might as well get that over and done with.  There is nothing to be gained by 9...Ngf6 10.Bxh7 Nxh7 with even more loss of time for Black.
,Of course, nothing good can come of 10.cxd3(?), with doubled and isolated pawns stuck on a file half-open for Black's rooks.
,White has a very slight lead in development, but no real threats so far.  Black is solidly placed - no real weaknesses - but perhaps feeling just a little constrained by White's greater control of the central regions.
,A good square and diagonal (h2-b8) for the dark-square bishop (DSB).  Could this make Black think twice about castling Q-side? 
,At once drives the bishop off the sensitive diagonal.  Since the bishop was so easily thrown off f4, does that mean White was wrong to move it there?  By no means.  Black has been induced to place his knight on d5, where it will become a target for the White c-pawn.  So of course...
,...White keeps the bishop on the board.  The insignificant loss of time will be recovered.... eventually.
,Possibly a risky development in the light of the exposure of the other knight to attack.  More circumspect seems 12...e6.
,This seems logical enough: place the king onto safety, and bring a rook onto a central file, leaving the other - the e-file - for the other rook.  But I feel sure I would have played 13.c4, here, and after 13...Nb6, castled long with the prospect of opening up the d-file for the activated rook.  The move order can not be reversed...
","
1. e4 c6,
2. d4 d5,
3. Nc3,
3... dxe4,
4. Nxe4 Bf5,
5. Ng3,
5... Bg6,
6. h4,
6... h6,
7. Nf3 Nd7 8. h5,
8... Bh7,
9. Bd3,
9... Bxd3,
10. Qxd3,
10... Ngf6,
11. Bf4,
11... Nd5,
12. Bd2,
12... Nd7f6,
13. O-O-O",9
